PIXEL,DESCR,COUNT_
"131133",MONTOUR RUN BASIN,"95"
"132133",MONTOUR RUN BASIN,"95"
"133133",MONTOUR RUN BASIN,"95"
"134133",MONTOUR RUN BASIN,"95"
"135133",MONTOUR RUN BASIN,"95"
"122134",MONTOUR RUN BASIN,"95"
"123134",MONTOUR RUN BASIN,"95"
"124134",MONTOUR RUN BASIN,"95"
"125134",MONTOUR RUN BASIN,"95"
"126134",MONTOUR RUN BASIN,"95"
"127134",MONTOUR RUN BASIN,"95"
"128134",MONTOUR RUN BASIN,"95"
"131134",MONTOUR RUN BASIN,"95"
"132134",MONTOUR RUN BASIN,"95"
"133134",MONTOUR RUN BASIN,"95"
"134134",MONTOUR RUN BASIN,"95"
"135134",MONTOUR RUN BASIN,"95"
"123135",MONTOUR RUN BASIN,"95"
"124135",MONTOUR RUN BASIN,"95"
"125135",MONTOUR RUN BASIN,"95"
"126135",MONTOUR RUN BASIN,"95"
"127135",MONTOUR RUN BASIN,"95"
"128135",MONTOUR RUN BASIN,"95"
"129135",MONTOUR RUN BASIN,"95"
"130135",MONTOUR RUN BASIN,"95"
"131135",MONTOUR RUN BASIN,"95"
"132135",MONTOUR RUN BASIN,"95"
"133135",MONTOUR RUN BASIN,"95"
"134135",MONTOUR RUN BASIN,"95"
"135135",MONTOUR RUN BASIN,"95"
"125136",MONTOUR RUN BASIN,"95"
"126136",MONTOUR RUN BASIN,"95"
"127136",MONTOUR RUN BASIN,"95"
"128136",MONTOUR RUN BASIN,"95"
"129136",MONTOUR RUN BASIN,"95"
"130136",MONTOUR RUN BASIN,"95"
"131136",MONTOUR RUN BASIN,"95"
"132136",MONTOUR RUN BASIN,"95"
"133136",MONTOUR RUN BASIN,"95"
"134136",MONTOUR RUN BASIN,"95"
"135136",MONTOUR RUN BASIN,"95"
"125137",MONTOUR RUN BASIN,"95"
"126137",MONTOUR RUN BASIN,"95"
"127137",MONTOUR RUN BASIN,"95"
"128137",MONTOUR RUN BASIN,"95"
"129137",MONTOUR RUN BASIN,"95"
"130137",MONTOUR RUN BASIN,"95"
"131137",MONTOUR RUN BASIN,"95"
"132137",MONTOUR RUN BASIN,"95"
"133137",MONTOUR RUN BASIN,"95"
"134137",MONTOUR RUN BASIN,"95"
"135137",MONTOUR RUN BASIN,"95"
"125138",MONTOUR RUN BASIN,"95"
"126138",MONTOUR RUN BASIN,"95"
"127138",MONTOUR RUN BASIN,"95"
"128138",MONTOUR RUN BASIN,"95"
"129138",MONTOUR RUN BASIN,"95"
"130138",MONTOUR RUN BASIN,"95"
"131138",MONTOUR RUN BASIN,"95"
"133138",MONTOUR RUN BASIN,"95"
"134138",MONTOUR RUN BASIN,"95"
"134131",MOON RUN BASIN,"28"
"135131",MOON RUN BASIN,"28"
"136131",MOON RUN BASIN,"28"
"135132",MOON RUN BASIN,"28"
"136132",MOON RUN BASIN,"28"
"137132",MOON RUN BASIN,"28"
"135133",MOON RUN BASIN,"28"
"136133",MOON RUN BASIN,"28"
"137133",MOON RUN BASIN,"28"
"135134",MOON RUN BASIN,"28"
"136134",MOON RUN BASIN,"28"
"137134",MOON RUN BASIN,"28"
"138134",MOON RUN BASIN,"28"
"135135",MOON RUN BASIN,"28"
"136135",MOON RUN BASIN,"28"
"137135",MOON RUN BASIN,"28"
"138135",MOON RUN BASIN,"28"
"134136",MOON RUN BASIN,"28"
"135136",MOON RUN BASIN,"28"
"136136",MOON RUN BASIN,"28"
"137136",MOON RUN BASIN,"28"
"138136",MOON RUN BASIN,"28"
"134137",MOON RUN BASIN,"28"
"135137",MOON RUN BASIN,"28"
"136137",MOON RUN BASIN,"28"
"137137",MOON RUN BASIN,"28"
"129127",NARROWS RUN BASIN,"12"
"130127",NARROWS RUN BASIN,"12"
"128128",NARROWS RUN BASIN,"12"
"129128",NARROWS RUN BASIN,"12"
"130128",NARROWS RUN BASIN,"12"
"127129",NARROWS RUN BASIN,"12"
"128129",NARROWS RUN BASIN,"12"
"129129",NARROWS RUN BASIN,"12"
"130129",NARROWS RUN BASIN,"12"
"127130",NARROWS RUN BASIN,"12"
"128130",NARROWS RUN BASIN,"12"
"129130",NARROWS RUN BASIN,"12"
"130130",NARROWS RUN BASIN,"12"
"144131",NELSON RUN BASIN,"7"
"145131",NELSON RUN BASIN,"7"
"146131",NELSON RUN BASIN,"7"
"147131",NELSON RUN BASIN,"7"
"144132",NELSON RUN BASIN,"7"
"145132",NELSON RUN BASIN,"7"
"146132",NELSON RUN BASIN,"7"
"147132",NELSON RUN BASIN,"7"
"125138",NORTH BRANCH ROBINSON RUN BASIN,"35"
"126138",NORTH BRANCH ROBINSON RUN BASIN,"35"
"127138",NORTH BRANCH ROBINSON RUN BASIN,"35"
"128138",NORTH BRANCH ROBINSON RUN BASIN,"35"
"129138",NORTH BRANCH ROBINSON RUN BASIN,"35"
"130138",NORTH BRANCH ROBINSON RUN BASIN,"35"
"125139",NORTH BRANCH ROBINSON RUN BASIN,"35"
"126139",NORTH BRANCH ROBINSON RUN BASIN,"35"
"127139",NORTH BRANCH ROBINSON RUN BASIN,"35"
"128139",NORTH BRANCH ROBINSON RUN BASIN,"35"
"129139",NORTH BRANCH ROBINSON RUN BASIN,"35"
"130139",NORTH BRANCH ROBINSON RUN BASIN,"35"
"131139",NORTH BRANCH ROBINSON RUN BASIN,"35"
"122140",NORTH BRANCH ROBINSON RUN BASIN,"35"
"123140",NORTH BRANCH ROBINSON RUN BASIN,"35"
"124140",NORTH BRANCH ROBINSON RUN BASIN,"35"
"125140",NORTH BRANCH ROBINSON RUN BASIN,"35"
"126140",NORTH BRANCH ROBINSON RUN BASIN,"35"
"127140",NORTH BRANCH ROBINSON RUN BASIN,"35"
"128140",NORTH BRANCH ROBINSON RUN BASIN,"35"
"129140",NORTH BRANCH ROBINSON RUN BASIN,"35"
"130140",NORTH BRANCH ROBINSON RUN BASIN,"35"
"131140",NORTH BRANCH ROBINSON RUN BASIN,"35"
"122141",NORTH BRANCH ROBINSON RUN BASIN,"35"
"123141",NORTH BRANCH ROBINSON RUN BASIN,"35"
"124141",NORTH BRANCH ROBINSON RUN BASIN,"35"
"125141",NORTH BRANCH ROBINSON RUN BASIN,"35"
"126141",NORTH BRANCH ROBINSON RUN BASIN,"35"
"127141",NORTH BRANCH ROBINSON RUN BASIN,"35"
"128141",NORTH BRANCH ROBINSON RUN BASIN,"35"
"129141",NORTH BRANCH ROBINSON RUN BASIN,"35"
"130141",NORTH BRANCH ROBINSON RUN BASIN,"35"
"131141",NORTH BRANCH ROBINSON RUN BASIN,"35"
"123142",NORTH BRANCH ROBINSON RUN BASIN,"35"
"124142",NORTH BRANCH ROBINSON RUN BASIN,"35"
"125142",NORTH BRANCH ROBINSON RUN BASIN,"35"
"126142",NORTH BRANCH ROBINSON RUN BASIN,"35"
"127142",NORTH BRANCH ROBINSON RUN BASIN,"35"
"129142",NORTH BRANCH ROBINSON RUN BASIN,"35"
"130142",NORTH BRANCH ROBINSON RUN BASIN,"35"
"131142",NORTH BRANCH ROBINSON RUN BASIN,"35"
"124143",NORTH BRANCH ROBINSON RUN BASIN,"35"
"125143",NORTH BRANCH ROBINSON RUN BASIN,"35"
"126143",NORTH BRANCH ROBINSON RUN BASIN,"35"
"130143",NORTH BRANCH ROBINSON RUN BASIN,"35"
"125144",NORTH BRANCH ROBINSON RUN BASIN,"35"
"122134",NORTH FORK MONTOUR RUN BASIN,"10"
"123134",NORTH FORK MONTOUR RUN BASIN,"10"
"122135",NORTH FORK MONTOUR RUN BASIN,"10"
"123135",NORTH FORK MONTOUR RUN BASIN,"10"
"124135",NORTH FORK MONTOUR RUN BASIN,"10"
"125135",NORTH FORK MONTOUR RUN BASIN,"10"
"122136",NORTH FORK MONTOUR RUN BASIN,"10"
"123136",NORTH FORK MONTOUR RUN BASIN,"10"
"124136",NORTH FORK MONTOUR RUN BASIN,"10"
"125136",NORTH FORK MONTOUR RUN BASIN,"10"
"124137",NORTH FORK MONTOUR RUN BASIN,"10"
"125137",NORTH FORK MONTOUR RUN BASIN,"10"
"143113",NORTH FORK PINE RUN BASIN,"27"
"144113",NORTH FORK PINE RUN BASIN,"27"
"145113",NORTH FORK PINE RUN BASIN,"27"
"143114",NORTH FORK PINE RUN BASIN,"27"
"144114",NORTH FORK PINE RUN BASIN,"27"
"145114",NORTH FORK PINE RUN BASIN,"27"
"146114",NORTH FORK PINE RUN BASIN,"27"
"142115",NORTH FORK PINE RUN BASIN,"27"
"143115",NORTH FORK PINE RUN BASIN,"27"
"144115",NORTH FORK PINE RUN BASIN,"27"
"145115",NORTH FORK PINE RUN BASIN,"27"
"146115",NORTH FORK PINE RUN BASIN,"27"
"142116",NORTH FORK PINE RUN BASIN,"27"
"143116",NORTH FORK PINE RUN BASIN,"27"
"144116",NORTH FORK PINE RUN BASIN,"27"
"145116",NORTH FORK PINE RUN BASIN,"27"
"146116",NORTH FORK PINE RUN BASIN,"27"
"141117",NORTH FORK PINE RUN BASIN,"27"
"142117",NORTH FORK PINE RUN BASIN,"27"
"143117",NORTH FORK PINE RUN BASIN,"27"
"144117",NORTH FORK PINE RUN BASIN,"27"
"145117",NORTH FORK PINE RUN BASIN,"27"
"146117",NORTH FORK PINE RUN BASIN,"27"
"142118",NORTH FORK PINE RUN BASIN,"27"
"143118",NORTH FORK PINE RUN BASIN,"27"
"144118",NORTH FORK PINE RUN BASIN,"27"
"145118",NORTH FORK PINE RUN BASIN,"27"
"146118",NORTH FORK PINE RUN BASIN,"27"
"143119",NORTH FORK PINE RUN BASIN,"27"
"144119",NORTH FORK PINE RUN BASIN,"27"
"145119",NORTH FORK PINE RUN BASIN,"27"
"146119",NORTH FORK PINE RUN BASIN,"27"
"144120",NORTH FORK PINE RUN BASIN,"27"
"145120",NORTH FORK PINE RUN BASIN,"27"
"146120",NORTH FORK PINE RUN BASIN,"27"
"145117",NORTH PARK LAKE BASIN,"11"
"146117",NORTH PARK LAKE BASIN,"11"
"145118",NORTH PARK LAKE BASIN,"11"
"146118",NORTH PARK LAKE BASIN,"11"
"147118",NORTH PARK LAKE BASIN,"11"
"146119",NORTH PARK LAKE BASIN,"11"
"147119",NORTH PARK LAKE BASIN,"11"
"145120",NORTH PARK LAKE BASIN,"11"
"146120",NORTH PARK LAKE BASIN,"11"
"147120",NORTH PARK LAKE BASIN,"11"
"146121",NORTH PARK LAKE BASIN,"11"
"147121",NORTH PARK LAKE BASIN,"11"
"146122",NORTH PARK LAKE BASIN,"11"
"147122",NORTH PARK LAKE BASIN,"11"
"134112",OHIO RIVER BASIN,"790"
"142112",OHIO RIVER BASIN,"790"
"134113",OHIO RIVER BASIN,"790"
"150113",OHIO RIVER BASIN,"790"
"151113",OHIO RIVER BASIN,"790"
"157113",OHIO RIVER BASIN,"790"
"163113",OHIO RIVER BASIN,"790"
"166113",OHIO RIVER BASIN,"790"
"167113",OHIO RIVER BASIN,"790"
"134114",OHIO RIVER BASIN,"790"
"167114",OHIO RIVER BASIN,"790"
"168114",OHIO RIVER BASIN,"790"
"169114",OHIO RIVER BASIN,"790"
"172114",OHIO RIVER BASIN,"790"
"173114",OHIO RIVER BASIN,"790"
"134115",OHIO RIVER BASIN,"790"
"172115",OHIO RIVER BASIN,"790"
"173115",OHIO RIVER BASIN,"790"
"172116",OHIO RIVER BASIN,"790"
"173116",OHIO RIVER BASIN,"790"
"172117",OHIO RIVER BASIN,"790"
"173117",OHIO RIVER BASIN,"790"
"171118",OHIO RIVER BASIN,"790"
"172118",OHIO RIVER BASIN,"790"
"173118",OHIO RIVER BASIN,"790"
"131119",OHIO RIVER BASIN,"790"
"132119",OHIO RIVER BASIN,"790"
"133119",OHIO RIVER BASIN,"790"
"134119",OHIO RIVER BASIN,"790"
"170119",OHIO RIVER BASIN,"790"
"171119",OHIO RIVER BASIN,"790"
"172119",OHIO RIVER BASIN,"790"
"131120",OHIO RIVER BASIN,"790"
"132120",OHIO RIVER BASIN,"790"
"133120",OHIO RIVER BASIN,"790"
"169120",OHIO RIVER BASIN,"790"
"170120",OHIO RIVER BASIN,"790"
"171120",OHIO RIVER BASIN,"790"
"130121",OHIO RIVER BASIN,"790"
"131121",OHIO RIVER BASIN,"790"
"166121",OHIO RIVER BASIN,"790"
"167121",OHIO RIVER BASIN,"790"
"168121",OHIO RIVER BASIN,"790"
"169121",OHIO RIVER BASIN,"790"
"170121",OHIO RIVER BASIN,"790"
"128122",OHIO RIVER BASIN,"790"
"166122",OHIO RIVER BASIN,"790"
"167122",OHIO RIVER BASIN,"790"
"168122",OHIO RIVER BASIN,"790"
"127123",OHIO RIVER BASIN,"790"
"128123",OHIO RIVER BASIN,"790"
"129123",OHIO RIVER BASIN,"790"
"165123",OHIO RIVER BASIN,"790"
"166123",OHIO RIVER BASIN,"790"
"126124",OHIO RIVER BASIN,"790"
"127124",OHIO RIVER BASIN,"790"
"128124",OHIO RIVER BASIN,"790"
"129124",OHIO RIVER BASIN,"790"
"165124",OHIO RIVER BASIN,"790"
"166124",OHIO RIVER BASIN,"790"
"126125",OHIO RIVER BASIN,"790"
"127125",OHIO RIVER BASIN,"790"
"128125",OHIO RIVER BASIN,"790"
"129125",OHIO RIVER BASIN,"790"
"130125",OHIO RIVER BASIN,"790"
"131125",OHIO RIVER BASIN,"790"
"132125",OHIO RIVER BASIN,"790"
"133125",OHIO RIVER BASIN,"790"
"165125",OHIO RIVER BASIN,"790"
"166125",OHIO RIVER BASIN,"790"
"128126",OHIO RIVER BASIN,"790"
"129126",OHIO RIVER BASIN,"790"
"130126",OHIO RIVER BASIN,"790"
"131126",OHIO RIVER BASIN,"790"
"132126",OHIO RIVER BASIN,"790"
"133126",OHIO RIVER BASIN,"790"
"134126",OHIO RIVER BASIN,"790"
"165126",OHIO RIVER BASIN,"790"
"166126",OHIO RIVER BASIN,"790"
"129127",OHIO RIVER BASIN,"790"
"130127",OHIO RIVER BASIN,"790"
"131127",OHIO RIVER BASIN,"790"
"132127",OHIO RIVER BASIN,"790"
"133127",OHIO RIVER BASIN,"790"
"134127",OHIO RIVER BASIN,"790"
"135127",OHIO RIVER BASIN,"790"
"166127",OHIO RIVER BASIN,"790"
"167127",OHIO RIVER BASIN,"790"
"168127",OHIO RIVER BASIN,"790"
"169127",OHIO RIVER BASIN,"790"
"129128",OHIO RIVER BASIN,"790"
"130128",OHIO RIVER BASIN,"790"
"131128",OHIO RIVER BASIN,"790"
"132128",OHIO RIVER BASIN,"790"
"133128",OHIO RIVER BASIN,"790"
"134128",OHIO RIVER BASIN,"790"
"135128",OHIO RIVER BASIN,"790"
"159128",OHIO RIVER BASIN,"790"
"160128",OHIO RIVER BASIN,"790"
"161128",OHIO RIVER BASIN,"790"
"162128",OHIO RIVER BASIN,"790"
"163128",OHIO RIVER BASIN,"790"
"164128",OHIO RIVER BASIN,"790"
"165128",OHIO RIVER BASIN,"790"
"166128",OHIO RIVER BASIN,"790"
"167128",OHIO RIVER BASIN,"790"
"170128",OHIO RIVER BASIN,"790"
"129129",OHIO RIVER BASIN,"790"
"130129",OHIO RIVER BASIN,"790"
"131129",OHIO RIVER BASIN,"790"
"132129",OHIO RIVER BASIN,"790"
"133129",OHIO RIVER BASIN,"790"
"134129",OHIO RIVER BASIN,"790"
"135129",OHIO RIVER BASIN,"790"
"136129",OHIO RIVER BASIN,"790"
"137129",OHIO RIVER BASIN,"790"
"138129",OHIO RIVER BASIN,"790"
"159129",OHIO RIVER BASIN,"790"
"160129",OHIO RIVER BASIN,"790"
"161129",OHIO RIVER BASIN,"790"
"162129",OHIO RIVER BASIN,"790"
"163129",OHIO RIVER BASIN,"790"
"164129",OHIO RIVER BASIN,"790"
"165129",OHIO RIVER BASIN,"790"
"166129",OHIO RIVER BASIN,"790"
"170129",OHIO RIVER BASIN,"790"
"171129",OHIO RIVER BASIN,"790"
"131130",OHIO RIVER BASIN,"790"
"132130",OHIO RIVER BASIN,"790"
"133130",OHIO RIVER BASIN,"790"
"134130",OHIO RIVER BASIN,"790"
"135130",OHIO RIVER BASIN,"790"
"136130",OHIO RIVER BASIN,"790"
"137130",OHIO RIVER BASIN,"790"
"138130",OHIO RIVER BASIN,"790"
"158130",OHIO RIVER BASIN,"790"
"159130",OHIO RIVER BASIN,"790"
"160130",OHIO RIVER BASIN,"790"
"171130",OHIO RIVER BASIN,"790"
"172130",OHIO RIVER BASIN,"790"
"134131",OHIO RIVER BASIN,"790"
"135131",OHIO RIVER BASIN,"790"
"136131",OHIO RIVER BASIN,"790"
"137131",OHIO RIVER BASIN,"790"
"138131",OHIO RIVER BASIN,"790"
"139131",OHIO RIVER BASIN,"790"
"140131",OHIO RIVER BASIN,"790"
"141131",OHIO RIVER BASIN,"790"
"142131",OHIO RIVER BASIN,"790"
"159131",OHIO RIVER BASIN,"790"
"160131",OHIO RIVER BASIN,"790"
"172131",OHIO RIVER BASIN,"790"
"136132",OHIO RIVER BASIN,"790"
"137132",OHIO RIVER BASIN,"790"
"138132",OHIO RIVER BASIN,"790"
"139132",OHIO RIVER BASIN,"790"
"140132",OHIO RIVER BASIN,"790"
"141132",OHIO RIVER BASIN,"790"
"142132",OHIO RIVER BASIN,"790"
"144132",OHIO RIVER BASIN,"790"
"158132",OHIO RIVER BASIN,"790"
"159132",OHIO RIVER BASIN,"790"
"160132",OHIO RIVER BASIN,"790"
"172132",OHIO RIVER BASIN,"790"
"137133",OHIO RIVER BASIN,"790"
"138133",OHIO RIVER BASIN,"790"
"139133",OHIO RIVER BASIN,"790"
"140133",OHIO RIVER BASIN,"790"
"141133",OHIO RIVER BASIN,"790"
"142133",OHIO RIVER BASIN,"790"
"143133",OHIO RIVER BASIN,"790"
"144133",OHIO RIVER BASIN,"790"
"145133",OHIO RIVER BASIN,"790"
"149133",OHIO RIVER BASIN,"790"
"150133",OHIO RIVER BASIN,"790"
"151133",OHIO RIVER BASIN,"790"
"152133",OHIO RIVER BASIN,"790"
"153133",OHIO RIVER BASIN,"790"
"154133",OHIO RIVER BASIN,"790"
"155133",OHIO RIVER BASIN,"790"
"156133",OHIO RIVER BASIN,"790"
"157133",OHIO RIVER BASIN,"790"
"158133",OHIO RIVER BASIN,"790"
"159133",OHIO RIVER BASIN,"790"
"160133",OHIO RIVER BASIN,"790"
"172133",OHIO RIVER BASIN,"790"
"137134",OHIO RIVER BASIN,"790"
"138134",OHIO RIVER BASIN,"790"
"139134",OHIO RIVER BASIN,"790"
"140134",OHIO RIVER BASIN,"790"
"141134",OHIO RIVER BASIN,"790"
"142134",OHIO RIVER BASIN,"790"
"143134",OHIO RIVER BASIN,"790"
"144134",OHIO RIVER BASIN,"790"
"145134",OHIO RIVER BASIN,"790"
"149134",OHIO RIVER BASIN,"790"
"150134",OHIO RIVER BASIN,"790"
"151134",OHIO RIVER BASIN,"790"
"152134",OHIO RIVER BASIN,"790"
"153134",OHIO RIVER BASIN,"790"
"154134",OHIO RIVER BASIN,"790"
"155134",OHIO RIVER BASIN,"790"
"156134",OHIO RIVER BASIN,"790"
"157134",OHIO RIVER BASIN,"790"
"158134",OHIO RIVER BASIN,"790"
"159134",OHIO RIVER BASIN,"790"
"171134",OHIO RIVER BASIN,"790"
"172134",OHIO RIVER BASIN,"790"
"138135",OHIO RIVER BASIN,"790"
"140135",OHIO RIVER BASIN,"790"
"141135",OHIO RIVER BASIN,"790"
"142135",OHIO RIVER BASIN,"790"
"143135",OHIO RIVER BASIN,"790"
"144135",OHIO RIVER BASIN,"790"
"145135",OHIO RIVER BASIN,"790"
"148135",OHIO RIVER BASIN,"790"
"149135",OHIO RIVER BASIN,"790"
"150135",OHIO RIVER BASIN,"790"
"156135",OHIO RIVER BASIN,"790"
"157135",OHIO RIVER BASIN,"790"
"171135",OHIO RIVER BASIN,"790"
"172135",OHIO RIVER BASIN,"790"
"141136",OHIO RIVER BASIN,"790"
"142136",OHIO RIVER BASIN,"790"
"143136",OHIO RIVER BASIN,"790"
"144136",OHIO RIVER BASIN,"790"
"147136",OHIO RIVER BASIN,"790"
"148136",OHIO RIVER BASIN,"790"
"149136",OHIO RIVER BASIN,"790"
"171136",OHIO RIVER BASIN,"790"
"141137",OHIO RIVER BASIN,"790"
"142137",OHIO RIVER BASIN,"790"
"143137",OHIO RIVER BASIN,"790"
"144137",OHIO RIVER BASIN,"790"
"145137",OHIO RIVER BASIN,"790"
"146137",OHIO RIVER BASIN,"790"
"147137",OHIO RIVER BASIN,"790"
"148137",OHIO RIVER BASIN,"790"
"171137",OHIO RIVER BASIN,"790"
"141138",OHIO RIVER BASIN,"790"
"142138",OHIO RIVER BASIN,"790"
"143138",OHIO RIVER BASIN,"790"
"144138",OHIO RIVER BASIN,"790"
"145138",OHIO RIVER BASIN,"790"
"146138",OHIO RIVER BASIN,"790"
"147138",OHIO RIVER BASIN,"790"
"171138",OHIO RIVER BASIN,"790"
"120139",OHIO RIVER BASIN,"790"
"121139",OHIO RIVER BASIN,"790"
"141139",OHIO RIVER BASIN,"790"
"142139",OHIO RIVER BASIN,"790"
"144139",OHIO RIVER BASIN,"790"
"145139",OHIO RIVER BASIN,"790"
"146139",OHIO RIVER BASIN,"790"
"147139",OHIO RIVER BASIN,"790"
"148139",OHIO RIVER BASIN,"790"
"149139",OHIO RIVER BASIN,"790"
"150139",OHIO RIVER BASIN,"790"
"171139",OHIO RIVER BASIN,"790"
"121140",OHIO RIVER BASIN,"790"
"122140",OHIO RIVER BASIN,"790"
"146140",OHIO RIVER BASIN,"790"
"147140",OHIO RIVER BASIN,"790"
"148140",OHIO RIVER BASIN,"790"
"149140",OHIO RIVER BASIN,"790"
"150140",OHIO RIVER BASIN,"790"
"171140",OHIO RIVER BASIN,"790"
"122141",OHIO RIVER BASIN,"790"
"149141",OHIO RIVER BASIN,"790"
"150141",OHIO RIVER BASIN,"790"
"153141",OHIO RIVER BASIN,"790"
"154141",OHIO RIVER BASIN,"790"
"155141",OHIO RIVER BASIN,"790"
"171141",OHIO RIVER BASIN,"790"
"150142",OHIO RIVER BASIN,"790"
"151142",OHIO RIVER BASIN,"790"
"152142",OHIO RIVER BASIN,"790"
"153142",OHIO RIVER BASIN,"790"
"154142",OHIO RIVER BASIN,"790"
"155142",OHIO RIVER BASIN,"790"
"156142",OHIO RIVER BASIN,"790"
"157142",OHIO RIVER BASIN,"790"
"169142",OHIO RIVER BASIN,"790"
"170142",OHIO RIVER BASIN,"790"
"171142",OHIO RIVER BASIN,"790"
"150143",OHIO RIVER BASIN,"790"
"151143",OHIO RIVER BASIN,"790"
"152143",OHIO RIVER BASIN,"790"
"153143",OHIO RIVER BASIN,"790"
"155143",OHIO RIVER BASIN,"790"
"156143",OHIO RIVER BASIN,"790"
"157143",OHIO RIVER BASIN,"790"
"169143",OHIO RIVER BASIN,"790"
"170143",OHIO RIVER BASIN,"790"
"150144",OHIO RIVER BASIN,"790"
"151144",OHIO RIVER BASIN,"790"
"152144",OHIO RIVER BASIN,"790"
"156144",OHIO RIVER BASIN,"790"
"157144",OHIO RIVER BASIN,"790"
"158144",OHIO RIVER BASIN,"790"
"159144",OHIO RIVER BASIN,"790"
"166144",OHIO RIVER BASIN,"790"
"167144",OHIO RIVER BASIN,"790"
"168144",OHIO RIVER BASIN,"790"
"169144",OHIO RIVER BASIN,"790"
"157145",OHIO RIVER BASIN,"790"
"158145",OHIO RIVER BASIN,"790"
"159145",OHIO RIVER BASIN,"790"
"160145",OHIO RIVER BASIN,"790"
"166145",OHIO RIVER BASIN,"790"
"167145",OHIO RIVER BASIN,"790"
"159146",OHIO RIVER BASIN,"790"
"160146",OHIO RIVER BASIN,"790"
"166146",OHIO RIVER BASIN,"790"
"159147",OHIO RIVER BASIN,"790"
"160147",OHIO RIVER BASIN,"790"
"165147",OHIO RIVER BASIN,"790"
"156148",OHIO RIVER BASIN,"790"
"157148",OHIO RIVER BASIN,"790"
"158148",OHIO RIVER BASIN,"790"
"159148",OHIO RIVER BASIN,"790"
"160148",OHIO RIVER BASIN,"790"
"165148",OHIO RIVER BASIN,"790"
"155149",OHIO RIVER BASIN,"790"
"156149",OHIO RIVER BASIN,"790"
"157149",OHIO RIVER BASIN,"790"
"158149",OHIO RIVER BASIN,"790"
"159149",OHIO RIVER BASIN,"790"
"154150",OHIO RIVER BASIN,"790"
"155150",OHIO RIVER BASIN,"790"
"156150",OHIO RIVER BASIN,"790"
"157150",OHIO RIVER BASIN,"790"
"158150",OHIO RIVER BASIN,"790"
"159150",OHIO RIVER BASIN,"790"
"154151",OHIO RIVER BASIN,"790"
"155151",OHIO RIVER BASIN,"790"
"158151",OHIO RIVER BASIN,"790"
"159151",OHIO RIVER BASIN,"790"
"154152",OHIO RIVER BASIN,"790"
"155152",OHIO RIVER BASIN,"790"
"156152",OHIO RIVER BASIN,"790"
"159152",OHIO RIVER BASIN,"790"
"160152",OHIO RIVER BASIN,"790"
"161152",OHIO RIVER BASIN,"790"
"162152",OHIO RIVER BASIN,"790"
"163152",OHIO RIVER BASIN,"790"
"164152",OHIO RIVER BASIN,"790"
"136153",OHIO RIVER BASIN,"790"
"137153",OHIO RIVER BASIN,"790"
"138153",OHIO RIVER BASIN,"790"
"154153",OHIO RIVER BASIN,"790"
"155153",OHIO RIVER BASIN,"790"
"156153",OHIO RIVER BASIN,"790"
"157153",OHIO RIVER BASIN,"790"
"159153",OHIO RIVER BASIN,"790"
"160153",OHIO RIVER BASIN,"790"
"161153",OHIO RIVER BASIN,"790"
"162153",OHIO RIVER BASIN,"790"
"163153",OHIO RIVER BASIN,"790"
"164153",OHIO RIVER BASIN,"790"
"139154",OHIO RIVER BASIN,"790"
"140154",OHIO RIVER BASIN,"790"
"141154",OHIO RIVER BASIN,"790"
"155154",OHIO RIVER BASIN,"790"
"156154",OHIO RIVER BASIN,"790"
"157154",OHIO RIVER BASIN,"790"
"162154",OHIO RIVER BASIN,"790"
"163154",OHIO RIVER BASIN,"790"
"164154",OHIO RIVER BASIN,"790"
"141155",OHIO RIVER BASIN,"790"
"142155",OHIO RIVER BASIN,"790"
"143155",OHIO RIVER BASIN,"790"
"156155",OHIO RIVER BASIN,"790"
"157155",OHIO RIVER BASIN,"790"
"158155",OHIO RIVER BASIN,"790"
"162155",OHIO RIVER BASIN,"790"
"163155",OHIO RIVER BASIN,"790"
"164155",OHIO RIVER BASIN,"790"
"144156",OHIO RIVER BASIN,"790"
"145156",OHIO RIVER BASIN,"790"
"146156",OHIO RIVER BASIN,"790"
"155156",OHIO RIVER BASIN,"790"
"156156",OHIO RIVER BASIN,"790"
"157156",OHIO RIVER BASIN,"790"
"162156",OHIO RIVER BASIN,"790"
"163156",OHIO RIVER BASIN,"790"
"164156",OHIO RIVER BASIN,"790"
"165156",OHIO RIVER BASIN,"790"
"146157",OHIO RIVER BASIN,"790"
"147157",OHIO RIVER BASIN,"790"
"148157",OHIO RIVER BASIN,"790"
"154157",OHIO RIVER BASIN,"790"
"155157",OHIO RIVER BASIN,"790"
"156157",OHIO RIVER BASIN,"790"
"157157",OHIO RIVER BASIN,"790"
"163157",OHIO RIVER BASIN,"790"
"164157",OHIO RIVER BASIN,"790"
"165157",OHIO RIVER BASIN,"790"
"148158",OHIO RIVER BASIN,"790"
"149158",OHIO RIVER BASIN,"790"
"153158",OHIO RIVER BASIN,"790"
"154158",OHIO RIVER BASIN,"790"
"155158",OHIO RIVER BASIN,"790"
"163158",OHIO RIVER BASIN,"790"
"164158",OHIO RIVER BASIN,"790"
"153159",OHIO RIVER BASIN,"790"
"154159",OHIO RIVER BASIN,"790"
"163159",OHIO RIVER BASIN,"790"
"164159",OHIO RIVER BASIN,"790"
"152160",OHIO RIVER BASIN,"790"
"153160",OHIO RIVER BASIN,"790"
"162160",OHIO RIVER BASIN,"790"
"163160",OHIO RIVER BASIN,"790"
"148161",OHIO RIVER BASIN,"790"
